;contratto;zona;tipologia;superficie;locali;piano;tipo proprietà;prezzo;spese condominio;spese aggiuntive;anno di costruzione;stato;riscaldamento;climatizzazione;certificazione energetica;posti auto;spese riscaldamento;climatizzatore;classe energetica;link annuncio
2212;Affitto;madonna-di-campagna;Parziale proprietà, classe immobile media;50;2;Piano;Intera proprietà;420;40;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/75246450/
2213;Affitto;lingotto;Parziale proprietà, classe immobile media;65;3;5°;Intera proprietà;500;100;;;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80862055/
2214;Affitto;lingotto;Parziale proprietà, classe immobile media;30;1;Piano;Intera proprietà;370;45;;;buono/abitabile;centralizzato;;;;;None;A3;https://www.immobiliare.it/annunci/77793774/
2215;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;500;60;;1963.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80842301/
2216;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;600;80;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80856807/
2217;Affitto;lingotto;Parziale proprietà, classe immobile media;25;1;3°;Intera proprietà;400;30;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80818919/
2218;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;4°;Intera proprietà;200;60;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80825947/
2219;Affitto;lingotto;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;400;50;;;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80828799/
2220;Affitto;lingotto;Parziale proprietà, classe immobile media;50;2;2°;;500;50;;;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80830559/
2221;Affitto;lingotto;Parziale proprietà, classe immobile media;78;3;3°;Intera proprietà;650;70;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80791753/
2222;Affitto;lingotto;Parziale proprietà, classe immobile media;60;3;2°;Intera proprietà;460;40;;;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80789811/
2223;Affitto;lingotto;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;420;30;;1955.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80789809/
2224;Affitto;lingotto;Parziale proprietà, classe immobile media;55;2;Ultimo;Intera proprietà;500;;;1960.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80762005/
2225;Affitto;lingotto;Parziale proprietà, classe immobile media;114;3;5°;Intera proprietà;690;100;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80775561/
2226;Affitto;lingotto;Parziale proprietà, classe immobile media;100;4;3°;Multiproprietà;1150;100;;1900.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;F ;https://www.immobiliare.it/annunci/80779739/
2227;Affitto;lingotto;Parziale proprietà, classe immobile media;85;4;Piano;Intera proprietà;550;50;;1950.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80734641/
2228;Affitto;lingotto;Parziale proprietà, classe immobile media;45;2;3°;Nuda proprietà;450;40;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80675891/
2229;Affitto;lingotto;Parziale proprietà, classe immobile media;102;4;2°;Intera proprietà;600;55;;1960.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80636661/
2230;Affitto;lingotto;Parziale proprietà, classe immobile media;90;4;7°;Intera proprietà;590;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80584657/
2231;Affitto;lingotto;Parziale proprietà, classe immobile media;90;3;6°;Intera proprietà;595;;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80577393/
2232;Affitto;lingotto;Parziale proprietà, classe immobile media;65 | commerciale 68;3;da;Intera proprietà;550;60;;;ottimo/ristrutturato;centralizzato;;;;;autonomo;C ;https://www.immobiliare.it/annunci/80548291/
2233;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;1°;Intera proprietà;630;80;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80525627/
2234;Affitto;lingotto;Parziale proprietà, classe immobile media;60;2;10°;Intera proprietà;520;80;;1963.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80523781/
2235;Affitto;lingotto;Parziale proprietà, classe immobile media;70;3;3°;Intera proprietà;550;80;;1970.0;;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80474983/
2236;Affitto;lingotto;Parziale proprietà, classe immobile media;70;1;5°;Intera proprietà;300;50;;1940.0;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80442783/
2237;Affitto;lingotto;Parziale proprietà, classe immobile media;50;2;4°;Classe immobile media;470;;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80452613/
2238;Affitto;lingotto;Parziale proprietà, classe immobile media;65;3;5°;Intera proprietà;500;100;;;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80413035/
2239;Affitto;lingotto;Parziale proprietà, classe immobile media;130;5;2°;Intera proprietà;850;100;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80426079/
2240;Affitto;lingotto;Parziale proprietà, classe immobile media;49;2;5°;Intera proprietà;440;50;;1940.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80426779/
2241;Affitto;lingotto;Parziale proprietà, classe immobile media;85;5;1°;Intera proprietà;900;66;;1920.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80419263/
2242;Affitto;lingotto;Parziale proprietà, classe immobile media;75;3;4°;Intera proprietà;650;100;;1950.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80425791/
2243;Affitto;lingotto;Parziale proprietà, classe immobile media;65;3;5°;Intera proprietà;390;63;;1940.0;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80399793/
2244;Affitto;lingotto;Parziale proprietà, classe immobile media;70;2;1°;Intera proprietà;550;50;;1950.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80399753/
2245;Affitto;lingotto;Parziale proprietà, classe immobile media;70;2;4°;Intera proprietà;700;50;;;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80397095/
2246;Affitto;lingotto;Parziale proprietà, classe immobile media;100;4;3°;Intera proprietà;650;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80395137/
2247;Affitto;lingotto;Parziale proprietà, classe immobile media;110;5;3°;;1200;200;;;;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80242191/
2248;Affitto;lingotto;Parziale proprietà, classe immobile media;38;1;Piano;Intera proprietà;330;40;;1995.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80351165/
2249;Affitto;lingotto;Parziale proprietà, classe immobile media;65 | commerciale 68;3;da;Intera proprietà;570;60;;;ottimo/ristrutturato;centralizzato;;;;;autonomo;C ;https://www.immobiliare.it/annunci/80304011/
2250;Affitto;lingotto;Parziale proprietà, classe immobile media;63;3;1°;Intera proprietà;1000;;;;ottimo/ristrutturato;;;;;;None;;https://www.immobiliare.it/annunci/80307425/
2251;Affitto;lingotto;Parziale proprietà, classe immobile media;58;2;1°;Intera proprietà;400;40;;1962.0;buono/abitabile;centralizzato;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80262933/
2252;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;1°;Intera proprietà;480;50;;1950.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80262067/
2253;Affitto;lingotto;Parziale proprietà, classe immobile media;60;2;3°;Intera proprietà;500;;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80242097/
2254;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;4°;Intera proprietà;600;80;;1960.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80243411/
2255;Affitto;lingotto;Parziale proprietà, classe immobile media;75;3;4°;Intera proprietà;545;76;;;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80207851/
2256;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;Piano;Intera proprietà;320;100;;1970.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80219867/
2257;Affitto;lingotto;Parziale proprietà, classe immobile media;92;3;4°;Intera proprietà;890;100;;1975.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80172683/
2258;Affitto;lingotto;Parziale proprietà, classe immobile media;85;3;3°;Intera proprietà;590;90;;;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80155055/
2259;Affitto;lingotto;Parziale proprietà, classe immobile media;32;1;5°;Intera proprietà;350;55;;1961.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80120427/
2260;Affitto;lingotto;Parziale proprietà, classe immobile media;68;3;4°;;680;65;;;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/79980481/
2261;Affitto;lingotto;Parziale proprietà, classe immobile media;90;4;5°;Intera proprietà;700;150;;;;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/79847801/
2262;Affitto;lingotto;Parziale proprietà, classe immobile media;70;2;1°;Intera proprietà;550;50;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/79740329/
2263;Affitto;lingotto;Parziale proprietà, classe immobile media;70;3;2°;Intera proprietà;550;;;;ottimo/ristrutturato;centralizzato;;;;;None;A+;https://www.immobiliare.it/annunci/79691611/
2264;Affitto;lingotto;Parziale proprietà, classe immobile media;45;2;Piano;Intera proprietà;500;30;;;ottimo/ristrutturato;centralizzato;;;;;None;A+;https://www.immobiliare.it/annunci/79675223/
2265;Affitto;lingotto;Parziale proprietà, classe immobile media;60;2;3°;Intera proprietà;450;;;;ottimo/ristrutturato;centralizzato;;;;;None;A+;https://www.immobiliare.it/annunci/79671625/
2266;Affitto;lingotto;Parziale proprietà, classe immobile media;60;3;4°;Intera proprietà;400;;;;ottimo/ristrutturato;centralizzato;;;;;None;A+;https://www.immobiliare.it/annunci/79670389/
2267;Affitto;lingotto;Parziale proprietà, classe immobile media;70;3;;Intera proprietà;500;150;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/79600957/
2268;Affitto;lingotto;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;320;50;;1950.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/79097445/
2269;Affitto;lingotto;Parziale proprietà, classe immobile media;40;2;4°;Intera proprietà;430;60;;1965.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/78880041/
2270;Affitto;lingotto;Parziale proprietà, classe immobile media;45;2;Piano;Intera proprietà;400;65;;1960.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/78888307/
2271;Affitto;lingotto;Parziale proprietà, classe immobile media;57;2;da;Intera proprietà;550;50;;1967.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;G ;https://www.immobiliare.it/annunci/78742601/
2272;Affitto;lingotto;Parziale proprietà, classe immobile media;75;3;5°;Intera proprietà;600;;;1960.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/78722025/
2273;Affitto;lingotto;Parziale proprietà, classe immobile media;84;3;3°;Intera proprietà;450;30;;;;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/78684171/
2274;Affitto;lingotto;Parziale proprietà, classe immobile media;85;3;3°;Intera proprietà;850;70;;1970.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/78648199/
2275;Affitto;lingotto;Parziale proprietà, classe immobile media;60;2;;Intera proprietà;550;;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/78584017/
2276;Affitto;lingotto;Parziale proprietà, classe immobile media;87;3;3°;Intera proprietà;630;100;;2009.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;C ;https://www.immobiliare.it/annunci/78525539/
2277;Affitto;lingotto;Parziale proprietà, classe immobile media;30;1;Piano;Intera proprietà;360;50;;1970.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/78549305/
2278;Affitto;lingotto;Parziale proprietà, classe immobile media;130;4;5°;Intera proprietà;850;85;;1990.0;buono/abitabile;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/78508437/
2279;Affitto;lingotto;Parziale proprietà, classe immobile media;75;3;1°;Intera proprietà;700;60;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/78509493/
2280;Affitto;lingotto;Parziale proprietà, classe immobile media;35 | commerciale 38;1;Piano;Intera proprietà;390;40;;1970.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;E ;https://www.immobiliare.it/annunci/78466053/
2281;Affitto;lingotto;Parziale proprietà, classe immobile media;45;2;4°;Intera proprietà;400;50;;1950.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/78455659/
2282;Affitto;lingotto;Parziale proprietà, classe immobile media;52;2;1°;Intera proprietà;630;;;1980.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/78428155/
2283;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;;;650;;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/78432915/
2284;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;;;600;100;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/78414425/
2285;Affitto;lingotto;Parziale proprietà, classe immobile media;85;3;6°;Classe immobile signorile;620;80;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/78359541/
2286;Affitto;lingotto;Parziale proprietà, classe immobile media;90;4;4°;Intera proprietà;800;1.200;;1955.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/78245575/
2287;Affitto;lingotto;Parziale proprietà, classe immobile media;90;3;3°;Intera proprietà;800;100;;1900.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/78182338/
2288;Affitto;lingotto;Parziale proprietà, classe immobile media;100;4;2°;Intera proprietà;550;70;;1950.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/77982878/
2289;Affitto;lingotto;Parziale proprietà, classe immobile media;55;2;Piano;Intera proprietà;380;50;;1960.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/77962366/
2290;Affitto;lingotto;Parziale proprietà, classe immobile media;100;4;1°;Intera proprietà;500;100;;1960.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/77832824/
2291;Affitto;lingotto;Parziale proprietà, classe immobile media;75;3;Ultimo;Intera proprietà;620;80;;;;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/77061290/
2292;Affitto;lingotto;Parziale proprietà, classe immobile media;75;3;6°;Intera proprietà;700;50;;1970.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/77017530/
2293;Affitto;lingotto;Parziale proprietà, classe immobile media;100;4;2°;Intera proprietà;580;60;;1930.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/76695920/
2294;Affitto;lingotto;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;550;30;;2018.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;C ;https://www.immobiliare.it/annunci/76673338/
2295;Affitto;lingotto;Parziale proprietà, classe immobile media;50;2;Ultimo;Intera proprietà;430;60;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/76341670/
2296;Affitto;lingotto;Parziale proprietà, classe immobile media;42;2;Scantinato,;Intera proprietà;330;30;;1965.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/76029782/
2297;Affitto;lingotto;Parziale proprietà, classe immobile media;100;4;6°;Parziale proprietà;400;50;;1960.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/75813908/
2298;Affitto;lingotto;Parziale proprietà, classe immobile media;60;3;5°;Intera proprietà;450;60;;1967.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;C ;https://www.immobiliare.it/annunci/75792556/
2299;Affitto;lingotto;Parziale proprietà, classe immobile media;70;3;7°;Intera proprietà;520;40;;1968.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/75544400/
2300;Affitto;lingotto;Parziale proprietà, classe immobile media;85;3;8°;Nuda proprietà;900;80;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/72867308/
2301;Affitto;lingotto;Parziale proprietà, classe immobile media;65;2;4°;Intera proprietà;470;;;1950.0;buono/abitabile;centralizzato;;;;;autonomo;;https://www.immobiliare.it/annunci/74145032/
2302;Affitto;lingotto;Parziale proprietà, classe immobile media;47;2;5°;Intera proprietà;370;60;;1950.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/71097494/
2303;Affitto;lingotto;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;650;70;;1965.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/69580862/
2304;Affitto;lingotto;Parziale proprietà, classe immobile media;55;2;3°;Intera proprietà;600;100;;1960.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/67873107/
