;contratto;zona;tipologia;superficie;locali;piano;tipo proprietà;prezzo;spese condominio;spese aggiuntive;anno di costruzione;stato;riscaldamento;climatizzazione;certificazione energetica;posti auto;spese riscaldamento;climatizzatore;classe energetica;link annuncio
712;Affitto;cit-turin;Parziale proprietà, classe immobile media;80;3;2°;Intera proprietà;750;160;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80401661/
713;Affitto;cit-turin;Parziale proprietà, classe immobile media;50;2;4°;Intera proprietà;550;50;;1920.0;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80401153/
714;Affitto;cit-turin;Parziale proprietà, classe immobile media;45;3;Piano;Intera proprietà;500;29;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80327463/
715;Affitto;cit-turin;Parziale proprietà, classe immobile media;80;3;4°;Intera proprietà;700;58;;1950.0;buono/abitabile;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80327825/
716;Affitto;cit-turin;Parziale proprietà, classe immobile media;40;2;1°;Intera proprietà;490;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80339659/
717;Affitto;cit-turin;Parziale proprietà, classe immobile media;150;5;Ultimo;Intera proprietà;950;95;;1800.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80310261/
718;Affitto;cit-turin;Parziale proprietà, classe immobile media;110;5;2°;Intera proprietà;700;70;;1960.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80280147/
719;Affitto;cit-turin;Parziale proprietà, classe immobile media;240;5;4°;Intera proprietà;2000;190;;1910.0;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80230401/
720;Affitto;cit-turin;Parziale proprietà, classe immobile media;40;2;5°;Intera proprietà;670;;;;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/73163844/
721;Affitto;cit-turin;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;850;;;1850.0;ottimo/ristrutturato;;;;;;None;D ;https://www.immobiliare.it/annunci/80136317/
722;Affitto;cit-turin;Parziale proprietà, classe immobile media;100;4;1°;Intera proprietà;950;40;;1930.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80120205/
723;Affitto;cit-turin;Parziale proprietà, classe immobile media;60;3;Piano;Intera proprietà;700;;;1950.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80121091/
724;Affitto;cit-turin;Parziale proprietà, classe immobile media;55;2;7°;Intera proprietà;850;;;2015.0;nuovo/incostruzione;centralizzato;;;;;centralizzato;A+;https://www.immobiliare.it/annunci/79859937/
725;Affitto;cit-turin;Parziale proprietà, classe immobile media;90;4;Piano;Intera proprietà;800;90;;1950.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/79739733/
726;Affitto;cit-turin;Parziale proprietà, classe immobile media;55;2;5°;Classe immobile signorile;640;100;;;ottimo/ristrutturato;;;;;;None;G ;https://www.immobiliare.it/annunci/79678023/
727;Affitto;cit-turin;Parziale proprietà, classe immobile media;60;3;4°;Intera proprietà;500;40;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/79577835/
728;Affitto;cit-turin;Parziale proprietà, classe immobile media;45;1;Ultimo;Intera proprietà;470;30;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/79486347/
729;Affitto;cit-turin;Parziale proprietà, classe immobile media;65;3;1°;Intera proprietà;500;50;;1940.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/79474867/
730;Affitto;cit-turin;Parziale proprietà, classe immobile media;80;3;Ultimo;Intera proprietà;450;50;;1910.0;buono/abitabile;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/79311605/
731;Affitto;cit-turin;Parziale proprietà, classe immobile media;50;2;3°;Intera proprietà;370;;;;;;;;;;None;;https://www.immobiliare.it/annunci/79263393/
732;Affitto;cit-turin;Parziale proprietà, classe immobile media;65;3;2°;Intera proprietà;650;80;;2015.0;ottimo/ristrutturato;centralizzato;;;;;centralizzato;B ;https://www.immobiliare.it/annunci/78932307/
733;Affitto;cit-turin;Parziale proprietà, classe immobile media;65;2;3°;Intera proprietà;700;50;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/78662533/
734;Affitto;cit-turin;Parziale proprietà, classe immobile media;80;2;2°;Intera proprietà;700;50;;1940.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/78585683/
735;Affitto;cit-turin;Parziale proprietà, classe immobile media;48;1;Piano;Intera proprietà;800;100;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/78240295/
736;Affitto;cit-turin;Parziale proprietà, classe immobile media;66;2;1°;Intera proprietà;950;110;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/78240643/
737;Affitto;cit-turin;Parziale proprietà, classe immobile media;32;1;4°;Intera proprietà;360;20;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/77985756/
738;Affitto;cit-turin;Parziale proprietà, classe immobile media;110;4;6°;Intera proprietà;850;70;;1950.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/77587656/
739;Affitto;cit-turin;Parziale proprietà, classe immobile media;216;5;1°;Intera proprietà;1950;300;;1960.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/76133486/
740;Affitto;cit-turin;Parziale proprietà, classe immobile media;60;2;2°;Intera proprietà;1000;130;;1947.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/76072836/
741;Affitto;cit-turin;Parziale proprietà, classe immobile media;46;1;1°,;Intera proprietà;520;50;;1980.0;nuovo/incostruzione;autonomo;;;;;autonomo;F ;https://www.immobiliare.it/annunci/74153884/
742;Affitto;cit-turin;Parziale proprietà, classe immobile media;115;3;Scantinato,;Intera proprietà;750;60;;1918.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/73903016/
743;Affitto;cit-turin;Parziale proprietà, classe immobile media;58;2;1°;Intera proprietà;450;55;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/73536160/
744;Affitto;cit-turin;Parziale proprietà, classe immobile media;80;4;1°;Intera proprietà;720;80;;1960.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/72646166/
745;Affitto;cit-turin;Parziale proprietà, classe immobile media;110;4;4°;Intera proprietà;950;115;;1959.0;ottimo/ristrutturato;;;;;;None;E ;https://www.immobiliare.it/annunci/71647246/
746;Affitto;cit-turin;Parziale proprietà, classe immobile media;68;3;1°;;640;50;;;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/71607226/
747;Affitto;cit-turin;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;600;50;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/68455551/
748;Affitto;cit-turin;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;600;50;;1910.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;G ;https://www.immobiliare.it/annunci/65286338/
749;Affitto;cit-turin;Parziale proprietà, classe immobile media;35;1;5°;Intera proprietà;470;30;;2013.0;ottimo/ristrutturato;autonomo;;;;;autonomo;B ;https://www.immobiliare.it/annunci/62257120/
750;Affitto;cit-turin;Parziale proprietà, classe immobile media;70;3;2°;Intera proprietà;700;50;;1920.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/55756048/
751;Affitto;cit-turin;Parziale proprietà, classe immobile media;105;4;Piano;Intera proprietà;650;;;;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/32503402/
752;Affitto;cavoretto;Parziale proprietà, classe immobile media;60;3;Ultimo;Intera proprietà;460;35;;1950.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80757481/
753;Affitto;cavoretto;Parziale proprietà, classe immobile media;60;4;1°;Intera proprietà;425;25;;1900.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80751127/
754;Affitto;cavoretto;Parziale proprietà, classe immobile media;50;2;Piano;Intera proprietà;450;50;;1690.0;ottimo/ristrutturato;autonomo;;;;;autonomo;;https://www.immobiliare.it/annunci/80675127/
755;Affitto;cavoretto;Parziale proprietà, classe immobile media;220;4;1°;Intera proprietà;2200;400;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80551917/
756;Affitto;cavoretto;Parziale proprietà, classe immobile media;55;2;1°;Intera proprietà;680;50;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80398577/
757;Affitto;cavoretto;Parziale proprietà, classe immobile media;75;3;3°;Intera proprietà;550;50;;1960.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80308955/
758;Affitto;cavoretto;Parziale proprietà, classe immobile media;75;3;3°;Intera proprietà;500;30;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80197375/
759;Affitto;cavoretto;Parziale proprietà, classe immobile media;70;3;1°;Intera proprietà;490;50;;1960.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80135011/
760;Affitto;cavoretto;Parziale proprietà, classe immobile media;150;5;1°;Intera proprietà;1400;250;;1900.0;;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/79785657/
761;Affitto;cavoretto;Parziale proprietà, classe immobile media;130;4;1°;Intera proprietà;1100;;;1960.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/79763089/
762;Affitto;cavoretto;Parziale proprietà, classe immobile media;18;1;1°;Intera proprietà;250;30;;1970.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/79683029/
763;Affitto;cavoretto;Parziale proprietà, classe immobile media;62;3;1°;Intera proprietà;600;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/79687463/
764;Affitto;cavoretto;Parziale proprietà, classe immobile media;35;1;2°;Intera proprietà;450;50;;2004.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/79541035/
765;Affitto;cavoretto;Parziale proprietà, classe immobile media;250;5;Piano;Intera proprietà;5900;500;;;ottimo/ristrutturato;autonomo;;;;;autonomo;A3;https://www.immobiliare.it/annunci/79316667/
766;Affitto;cavoretto;Parziale proprietà, classe immobile media;74;3;;Intera proprietà;490;;;1950.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/79275675/
767;Affitto;cavoretto;Parziale proprietà, classe immobile media;30;1;Ultimo;Intera proprietà;340;20;;1910.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/79237303/
768;Affitto;cavoretto;Parziale proprietà, classe immobile media;50;1;Piano;Intera proprietà;450;50;;1950.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/79214959/
769;Affitto;cavoretto;Parziale proprietà, classe immobile media;200;5;Piano;Intera proprietà;1650;400;;1700.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/79156425/
770;Affitto;cavoretto;Parziale proprietà, classe immobile media;115;4;1°;Intera proprietà;1100;200;;1930.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/79038569/
771;Affitto;cavoretto;Parziale proprietà, classe immobile media;200;4;1°;Intera proprietà;1650;400;;1700.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/78950047/
772;Affitto;cavoretto;Parziale proprietà, classe immobile media;200;5;1°;Intera proprietà;1650;400;;1700.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/78951111/
773;Affitto;cavoretto;Parziale proprietà, classe immobile media;209;5;da;Intera proprietà;1650;400;;1700.0;ottimo/ristrutturato;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/78921287/
774;Affitto;cavoretto;Parziale proprietà, classe immobile media;210;5;Piano;Intera proprietà;1660;400;;1700.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/78880925/
775;Affitto;cavoretto;Parziale proprietà, classe immobile media;50;2;Piano;Intera proprietà;430;;;1965.0;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/77906416/
776;Affitto;cavoretto;Parziale proprietà, classe immobile media;85;3;2°;Intera proprietà;750;70;;1960.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/77375670/
777;Affitto;cavoretto;Parziale proprietà, classe immobile media;40;1;1°;Intera proprietà;450;30;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/75451976/
778;Affitto;cavoretto;Parziale proprietà, classe immobile media;200;5;;;1800;;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/73479964/
779;Affitto;cavoretto;Parziale proprietà, classe immobile media;49;2;Piano;Intera proprietà;550;30;;1920.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/72983208/
780;Affitto;cavoretto;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;1200;80;;1790.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/71824002/
781;Affitto;cavoretto;Parziale proprietà, classe immobile media;110;3;1°;Intera proprietà;1100;150;;1700.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/71353984/
782;Affitto;cavoretto;Parziale proprietà, classe immobile media;150;5;1°;Intera proprietà;1400;250;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/65341476/
783;Affitto;cavoretto;Parziale proprietà, classe immobile media;350;5;da;Intera proprietà;3500;;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/61235632/
784;Affitto;cavoretto;Parziale proprietà, classe immobile media;45;1;Piano;Intera proprietà;450;40;;2010.0;ottimo/ristrutturato;autonomo;;;;;autonomo;B ;https://www.immobiliare.it/annunci/51814097/
785;Affitto;centro;Parziale proprietà, classe immobile media;59;2;2°;Intera proprietà;800;84;;1960.0;ottimo/ristrutturato;centralizzato;;;;;predisposizione impianto;F ;https://www.immobiliare.it/annunci/80870143/
786;Affitto;centro;Parziale proprietà, classe immobile media;59;2;da;Intera proprietà;900;140;;1920.0;ottimo/ristrutturato;autonomo;;;;;autonomo;E ;https://www.immobiliare.it/annunci/80870341/
787;Affitto;centro;Parziale proprietà, classe immobile media;25;1;4°;Intera proprietà;340;60;;1900.0;buono/abitabile;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80866781/
788;Affitto;centro;Parziale proprietà, classe immobile media;110;5;2°;Intera proprietà;900;50;;1600.0;buono/abitabile;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/80868669/
789;Affitto;centro;Parziale proprietà, classe immobile media;120;4;1°;;900;125;;1970.0;buono/abitabile;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80862655/
790;Affitto;centro;Parziale proprietà, classe immobile media;55;1;1°;Intera proprietà;600;50;;;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80862749/
791;Affitto;centro;Parziale proprietà, classe immobile media;62;3;2°;Intera proprietà;750;50;;;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80862115/
792;Affitto;centro;Parziale proprietà, classe immobile media;40;1;5°;Intera proprietà;480;50;;;;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80862113/
793;Affitto;centro;Parziale proprietà, classe immobile media;35;2;1°;Intera proprietà;400;30;;;buono/abitabile;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80861983/
794;Affitto;centro;Parziale proprietà, classe immobile media;180;5;7°;Intera proprietà;2000;250;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80844087/
795;Affitto;centro;Parziale proprietà, classe immobile media;60;3;3°;Intera proprietà;800;170;;1730.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80845511/
796;Affitto;centro;Parziale proprietà, classe immobile media;29;1;4°;Intera proprietà;520;20;;1800.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80836207/
797;Affitto;centro;Parziale proprietà, classe immobile media;45;1;Ultimo;Intera proprietà;750;55;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80843269/
798;Affitto;centro;Parziale proprietà, classe immobile media;48;2;Ultimo;Intera proprietà;590;60;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80843267/
799;Affitto;centro;Parziale proprietà, classe immobile media;60;2;2°;Intera proprietà;650;40;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80850291/
800;Affitto;centro;Parziale proprietà, classe immobile media;50;3;1°;Classe immobile signorile;550;50;;1900.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;E ;https://www.immobiliare.it/annunci/80847281/
801;Affitto;centro;Parziale proprietà, classe immobile media;50;1;Piano;Intera proprietà;780;35;;1900.0;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/80857399/
802;Affitto;centro;Parziale proprietà, classe immobile media;60;3;Ultimo;Intera proprietà;750;60;;1900.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80836221/
803;Affitto;centro;Parziale proprietà, classe immobile media;212;5;2°;Intera proprietà;3800;300;;2019.0;nuovo/incostruzione;centralizzato;;;;;centralizzato;A+;https://www.immobiliare.it/annunci/80844037/
804;Affitto;centro;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;450;30;;1846.0;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80845699/
805;Affitto;centro;Parziale proprietà, classe immobile media;60;2;Piano;Intera proprietà;680;70;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80855507/
806;Affitto;centro;Parziale proprietà, classe immobile media;35;1;4°;Intera proprietà;700;70;;1700.0;ottimo/ristrutturato;centralizzato;;;;;centralizzato;;https://www.immobiliare.it/annunci/80845947/
807;Affitto;centro;Parziale proprietà, classe immobile media;27;1;5°;Intera proprietà;320;36;;1862.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80839285/
808;Affitto;centro;Parziale proprietà, classe immobile media;200;5;4°;Intera proprietà;1600;290;;;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80842141/
809;Affitto;centro;Parziale proprietà, classe immobile media;75;3;1°;Intera proprietà;650;;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80849149/
810;Affitto;centro;Parziale proprietà, classe immobile media;151;5;4°;Intera proprietà;1300;200;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80853871/
811;Affitto;centro;Parziale proprietà, classe immobile media;30;1;1°;Intera proprietà;450;40;;1900.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80836229/
812;Affitto;centro;Parziale proprietà, classe immobile media;36;2;1°;Intera proprietà;370;42;;1870.0;buono/abitabile;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80834283/
813;Affitto;centro;Parziale proprietà, classe immobile media;40;2;3°;Intera proprietà;500;50;;;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80842169/
814;Affitto;centro;Parziale proprietà, classe immobile media;45;1;3°;Intera proprietà;360;40;;;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80843299/
815;Affitto;centro;Parziale proprietà, classe immobile media;75;2;Piano;Intera proprietà;950;100;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80855381/
816;Affitto;centro;Parziale proprietà, classe immobile media;60;1;1°;Intera proprietà;800;70;;1800.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80849599/
817;Affitto;centro;Parziale proprietà, classe immobile media;60;3;1°;Intera proprietà;640;50;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80835437/
818;Affitto;centro;Parziale proprietà, classe immobile media;40;2;2°;;650;;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80858203/
819;Affitto;centro;Parziale proprietà, classe immobile media;55;3;Ultimo;Intera proprietà;450;50;;;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80835419/
820;Affitto;centro;Parziale proprietà, classe immobile media;50;2;5°;Intera proprietà;800;;;2006.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80818713/
821;Affitto;centro;Parziale proprietà, classe immobile media;50;2;5°;Intera proprietà;800;;;2006.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80819279/
822;Affitto;centro;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;800;;;2006.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80821917/
823;Affitto;centro;Parziale proprietà, classe immobile media;65;2;1°;Intera proprietà;900;60;;1930.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;C ;https://www.immobiliare.it/annunci/80823149/
824;Affitto;centro;Parziale proprietà, classe immobile media;150;4;Ultimo;Intera proprietà;1350;100;;1918.0;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80810617/
825;Affitto;centro;Parziale proprietà, classe immobile media;35;1;Ultimo;Intera proprietà;400;60;;1800.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80814127/
826;Affitto;centro;Parziale proprietà, classe immobile media;203;5;3°;Intera proprietà;2200;233;;1930.0;;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80814133/
827;Affitto;centro;Parziale proprietà, classe immobile media;60;2;2°;Intera proprietà;500;;;1860.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80820695/
828;Affitto;centro;Parziale proprietà, classe immobile media;30;1;4°;Classe immobile media;370;30;;;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80826941/
829;Affitto;centro;Parziale proprietà, classe immobile media;300;5;;Intera proprietà;2600;430;;;;;;;;;None;D ;https://www.immobiliare.it/annunci/80819901/
830;Affitto;centro;Parziale proprietà, classe immobile media;45;2;4°;Intera proprietà;550;50;;;buono/abitabile;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/80801219/
831;Affitto;centro;Parziale proprietà, classe immobile media;116;4;1°;Intera proprietà;1400;200;;;;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80827359/
832;Affitto;centro;Parziale proprietà, classe immobile media;50;1;5°;Intera proprietà;600;60;;;buono/abitabile;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80819349/
833;Affitto;centro;Parziale proprietà, classe immobile media;58;2;Piano;Intera proprietà;550;;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80814831/
834;Affitto;centro;Parziale proprietà, classe immobile media;30;1;4°;Intera proprietà;340;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80814177/
835;Affitto;centro;Parziale proprietà, classe immobile media;65;2;1°;Intera proprietà;670;110;;;buono/abitabile;;;;;;None;C ;https://www.immobiliare.it/annunci/80778921/
836;Affitto;centro;Parziale proprietà, classe immobile media;35;1;6°;Intera proprietà;350;;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80826259/
837;Affitto;centro;Parziale proprietà, classe immobile media;30;1;5°;Intera proprietà;340;;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80824783/
838;Affitto;centro;Parziale proprietà, classe immobile media;70;3;1°;Intera proprietà;650;;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80824233/
839;Affitto;centro;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;500;30;;1900.0;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80825687/
840;Affitto;centro;Parziale proprietà, classe immobile media;70;3;Piano;Intera proprietà;670;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80813575/
841;Affitto;centro;Parziale proprietà, classe immobile media;30;1;5°;Intera proprietà;450;;;;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80813843/
842;Affitto;centro;Parziale proprietà, classe immobile media;25;;5°;Intera proprietà;390;60;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80793849/
843;Affitto;centro;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;480;110;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80782847/
844;Affitto;centro;Parziale proprietà, classe immobile media;40;1;Piano;Intera proprietà;400;22;;1930.0;ottimo/ristrutturato;autonomo;;;;;autonomo;B ;https://www.immobiliare.it/annunci/80793357/
845;Affitto;centro;Parziale proprietà, classe immobile media;40;2;4°;Intera proprietà;475;;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80791871/
846;Affitto;centro;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;580;60;;1920.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80793125/
847;Affitto;centro;Parziale proprietà, classe immobile media;70;2;1°;;840;40;;1900.0;;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80787161/
848;Affitto;centro;Parziale proprietà, classe immobile media;35;1;Ultimo;Intera proprietà;500;45;;;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80786957/
849;Affitto;centro;Parziale proprietà, classe immobile media;40;3;3°;Intera proprietà;550;60;;;buono/abitabile;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80786981/
850;Affitto;centro;Parziale proprietà, classe immobile media;40;3;2°;;540;110;;;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80795159/
851;Affitto;centro;Parziale proprietà, classe immobile media;95;4;4°;Intera proprietà;950;50;;1900.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80767173/
852;Affitto;centro;Parziale proprietà, classe immobile media;190;4;4°;Multiproprietà;1600;200;;;ottimo/ristrutturato;autonomo;;;;;None;B ;https://www.immobiliare.it/annunci/80780503/
853;Affitto;centro;Parziale proprietà, classe immobile media;200;5;Ultimo;Intera proprietà;1600;290;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80775493/
854;Affitto;centro;Parziale proprietà, classe immobile media;148;5;1°,;Intera proprietà;1950;350;;1800.0;ottimo/ristrutturato;autonomo;;;;;autonomo;B ;https://www.immobiliare.it/annunci/80778125/
