;riferimento e data annuncio;contratto;tipologia;superficie;locali;piano;totale piani edificio;disponibilità;tipo proprietà;altre caratteristiche;prezzo;spese condominio;informazioni catastali;anno di costruzione;stato;riscaldamento;classe energetica;immobile garantito;climatizzazione;spese aggiuntive;certificazione energetica;prestazione energetica del fabbricato;posti auto;indice prest. energetica rinnovabile;zona;links
0;H58 -(691382) - 01/06/2020;Affitto;Appartamento;90 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;4° stabile, con ascensore;6 piani;Libero;Intera proprietà;Porta blindata;€ 600/mese;€ 70/mese;;1967;;Centralizzato;;;;;Non classificabile;;;;le-vallette;https://www.immobiliare.it/annunci/79912913/
0;H37 -(687313) - 17/04/2020;Affitto;Appartamento;120 m²;4 camere da letto, 1 bagno, cucina abitabile;;;Libero;Intera proprietà;Porta blindata;€ 220/mese;€ 130/mese;;;;;;;;;Non classificabile;;;;le-vallette;https://www.immobiliare.it/annunci/78152996/
0;EK-77934060 - 08/06/2020;Affitto;Appartamento;110 m²;4 camere da letto, 1 bagno, cucina abitabile;Piano rialzato;;Libero;Intera proprietà;Balcone;€ 650/mese;€ 80/mese;;;Buono / Abitabile;Centralizzato;E 3,00 kWh/m²anno;;;€ 80/mese;;;;;le-vallette;https://www.immobiliare.it/annunci/77934060/
0; 20551251-56 - 29/11/2019;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;7° stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 400/mese;€ 70/mese;;1970;Buono / Abitabile;Centralizzato;G ≥ 175 kWh/m²anno;;Autonomo, freddo;;;;;;le-vallette;https://www.immobiliare.it/annunci/77647454/
0;19 -(643586) - 10/06/2020;Affitto;Appartamento;81 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;da seminterrato a 3°;4 piani;Libero;Intera proprietà, classe immobile economica;Balcone;€ 500/mese;€ 50/mese;;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;C ≥ 175 kWh/m²anno;;;;;;1 all'esterno;;lucento;https://www.immobiliare.it/annunci/80862111/
0;EK-80865355 - 10/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;5° stabile, con ascensore;9 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 410/mese;€ 40/mese;Classe A/3, rendita € 605;1960;Buono / Abitabile;Centralizzato, a radiatori;D ≥ 175 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/80865355/
0;EK-80856865 - 10/06/2020;Affitto;Appartamento;100 m²;3 camere da letto, 1 bagno, cucina abitabile;7° stabile, con ascensore;7 piani;Libero;;Balcone;€ 730/mese;€ 120/mese;;;;Centralizzato;;;;;Non classificabile;;1 all'esterno;;lucento;https://www.immobiliare.it/annunci/80856865/
0;EK-80695461 - 08/06/2020;Affitto;Appartamento;18 m²;1 locale, 1 bagno;Piano terra;;Libero;Intera proprietà;Arredato;€ 250/mese;€ 20/mese;;;Buono / Abitabile;Centralizzato;G ;;;;;;;;lucento;https://www.immobiliare.it/annunci/80695461/
0;1662 - 05/06/2020;Affitto;Appartamento;93 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;Piano rialzato, con ascensore;3 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 590/mese;;;1980;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E 212,00 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/80778353/
0;14379 - 05/06/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina angolo cottura;Piano terra;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 300/mese;€ 30/mese;;1900;Ottimo / Ristrutturato;Autonomo, a radiatori;G ≥ 175 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/80777909/
0;A000496.5105 - 28/05/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno;1° stabile;1 piano;;Intera proprietà, classe immobile media;Arredato;€ 450/mese;€ 33/mese;;;;Centralizzato, a radiatori;;;;;Esente;;;;lucento;https://www.immobiliare.it/annunci/80616867/
0;EK-80396959 - 19/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;6° stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 430/mese;€ 40/mese;Classe A/3, rendita € 550;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E ≥ 3,51 kWh/m²anno;;;;;invernale;;;lucento;https://www.immobiliare.it/annunci/80396959/
0;PIANEZZA 176 B - 30/05/2020;Affitto;Appartamento;140 m²;4 (3 camere da letto, 1 altro), 2 bagni, cucina abitabile;;;Libero;Classe immobile media;Porta blindata;€ 850/mese;;Classe A/3;;;Autonomo, alimentato a metano;;;;;In attesa di certificazione;;1 in garage/box;;lucento;https://www.immobiliare.it/annunci/80334349/
0;EK-80299159 - 13/05/2020;Affitto;Appartamento;75 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;;Libero;Intera proprietà;Balcone;€ 470/mese;€ 50/mese;;;Buono / Abitabile;Centralizzato;;;;€ 100/mese;In attesa di certificazione;;;;lucento;https://www.immobiliare.it/annunci/80299159/
0;EK-80293787 - 12/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 390/mese;€ 51/mese;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;lucento;https://www.immobiliare.it/annunci/80293787/
0;90/17.5317 - 23/04/2020;Affitto;Loft;75 m²;1 locale, 1 bagno;Piano terra;1 piano;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 500/mese;€ 150/mese;;1970;Ottimo / Ristrutturato;Centralizzato, a radiatori;E ;;;;;;;;lucento;https://www.immobiliare.it/annunci/80029023/
0;40299392 - 29/05/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno;1° stabile, con ascensore;6 piani;Libero;Intera proprietà;Balcone;€ 400/mese;€ 50/mese;Rendita € 550;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;D 106,95 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/80024603/
0;Torino Via Nole - 01/06/2020;Affitto;Loft;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 400/mese;;Classe A/3;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;1 all'esterno;;lucento;https://www.immobiliare.it/annunci/79901635/
0;L/179 - 13/03/2020;Affitto;Appartamento;71 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 460/mese;€ 45/mese;Classe A/3, rendita € 550;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;E 173,13 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/79731791/
0;EK-79717003 - 12/03/2020;Affitto;Attico;115 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina semi abitabile;Ultimo stabile, con ascensore, con accesso disabili;7 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 750/mese;;;2008;Nuovo / In costruzione;Autonomo, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;lucento;https://www.immobiliare.it/annunci/79717003/
0;H57 -(691232) - 06/05/2020;Affitto;Appartamento;60 m²;1 locale, 1 bagno, cucina cucinotto;4° stabile, con ascensore;;Libero;Intera proprietà;Porta blindata;€ 380/mese;€ 50/mese;;;Ottimo / Ristrutturato;Centralizzato;;;;;Non classificabile;;;;lucento;https://www.immobiliare.it/annunci/79683013/
0;386 - 09/03/2020;Affitto;Appartamento;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 490/mese;;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/79660243/
0;EK-79590823 - 05/03/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina a vista;3° stabile, con ascensore;6 piani;;;Fibra ottica;€ 750/mese;;;;Ottimo / Ristrutturato;;D ≥ 3,51 kWh/m²anno;;;;;invernale;;;lucento;https://www.immobiliare.it/annunci/79590823/
0;Vald - 03/03/2020;Affitto;Attico;90 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina cucinotto;Ultimo stabile, con ascensore, con accesso disabili;8 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 750/mese;€ 120/mese;Classe A/2;2005;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;;;;invernale;;≥ 3,51 kWh/m²anno;lucento;https://www.immobiliare.it/annunci/79270247/
0;EK-79148457 - 10/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 370/mese;€ 20/mese;Classe A/3, rendita € 367;2000;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D 157,97 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/79148457/
0;EK-78791459 - 04/05/2020;Affitto;Appartamento;64 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato;;;Intera proprietà;Balcone;€ 500/mese;€ 50/mese;;;Ottimo / Ristrutturato;Centralizzato;F ;;;;;;;;lucento;https://www.immobiliare.it/annunci/78791459/
0;corso cincinnato - 03/02/2020;Affitto;Appartamento;72 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;4°, con ascensore, con accesso disabili;8 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 455/mese;€ 60/mese;Classe A/3;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;lucento;https://www.immobiliare.it/annunci/78599015/
0;A0619 -(687007) - 22/05/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;Ultimo stabile;4 piani;Libero;Intera proprietà;Balcone;€ 350/mese;€ 30/mese;;;Ottimo / Ristrutturato;Centralizzato;;;;;In attesa di certificazione;;;;lucento;https://www.immobiliare.it/annunci/78034000/
0;EK-77345208 - 21/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;1° stabile;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 550/mese;€ 60/mese;Classe A/4, rendita € 414;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;F ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lucento;https://www.immobiliare.it/annunci/77345208/
0;A000030.12504 - 09/03/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno;Ultimo stabile;5 piani;;Intera proprietà, classe immobile media;Balcone;€ 450/mese;;;;;;F 265,89 kWh/m²anno;;;;;;;;lucento;https://www.immobiliare.it/annunci/76783902/
0;Via Cognetti - 23/10/2019;Affitto;Appartamento;55 m² | commerciale 57 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;6 piani;;Intera proprietà, classe immobile media;Balcone;€ 550/mese;€ 45/mese;Classe A/3, rendita € 642;1965;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;lucento;https://www.immobiliare.it/annunci/76516230/
0;Lungo Dora Liguria - 02/03/2020;Affitto;Appartamento;64 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 440/mese;€ 64/mese;;;Buono / Abitabile;Autonomo;C ≥ 175 kWh/m²anno;;;;;;1 all'esterno;;lucento;https://www.immobiliare.it/annunci/76212148/
0;Pessinetto Mansarda - 10/06/2020;Affitto;Mansarda;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 340/mese;€ 40/mese;Classe A/3, rendita € 234;1950;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;F ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lucento;https://www.immobiliare.it/annunci/75142810/
0;20771035-3 - 25/07/2019;Affitto;Loft;75 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;1 piano;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 650/mese;€ 200/mese;Classe A/3;;Ottimo / Ristrutturato;Autonomo, a pavimento;;;Autonomo, freddo/caldo;;Esente;;1 in garage/box, 1 all'esterno;;lucento;https://www.immobiliare.it/annunci/67370887/
0;EK-58128660 - 27/05/2020;Affitto;Appartamento;135 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;Ultimo, con ascensore;2 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 700/mese;€ 90/mese;Classe A/3, rendita € 1.008;1950;Ottimo / Ristrutturato;Autonomo, a radiatori;B ≥ 3,51 kWh/m²anno;;Predisposizione impianto;;;;1 all'esterno;;lucento;https://www.immobiliare.it/annunci/58128660/
0;H70 -(694573) - 09/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;1° stabile;;Libero;Intera proprietà;Porta blindata;€ 380/mese;€ 40/mese;;;;Autonomo;;;;;Non classificabile;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80861995/
0;BA476TO -(694504) - 08/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;;;Libero;Intera proprietà;Arredato;Prezzo su richiesta;;;;Ottimo / Ristrutturato;;;;;;Non classificabile;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80835375/
0;MV623 -(694203) - 05/06/2020;Affitto;Appartamento;47 m²;1 locale, 1 bagno;5° stabile, con ascensore;7 piani;Libero;Intera proprietà;Porta blindata;€ 300/mese;€ 150/mese;;;Ottimo / Ristrutturato;Centralizzato, a radiatori;G ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80762453/
0;426 -(679488) - 05/06/2020;Affitto;Appartamento;56 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;Scantinato, Piano rialzato, con ascensore;5 piani;Libero;Intera proprietà, classe immobile economica;Balcone;€ 340/mese;€ 60/mese;;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;E ≥ 3,51 kWh/m²anno;;;;;invernale;;≥ 3,51 kWh/m²anno;madonna-di-campagna;https://www.immobiliare.it/annunci/80730947/
0;EK-80704845 - 03/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato;2 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 370/mese;;Classe A/1;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80704845/
0;af-massari - 02/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;Piano rialzato, con ascensore;7 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 380/mese;€ 54/mese;Classe A/3, rendita € 642;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G ≥ 3,51 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80695991/
0;TO09325783 - 29/05/2020;Affitto;Appartamento;45 m²;2 locali, 1 bagno;;;;;Arredato;€ 350/mese;€ 50/mese;Classe A/1, rendita € 200;;;Autonomo;E 201,00 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80574807/
0;40309020 - 25/05/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;8 piani;Libero;Intera proprietà;Balcone;€ 400/mese;€ 40/mese;Classe A/3;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 228,00 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80536931/
0;H66 -(693597) - 25/05/2020;Affitto;Appartamento in villa;110 m²;5+ (4 camere da letto, 2 altri), 2 bagni, cucina cucinotto;;;Libero;Intera proprietà;Terrazza;€ 635/mese;€ 50/mese;;;;Autonomo;;;;;Non classificabile;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80521691/
0;EK-80395261 - 18/05/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;Ultimo stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 350/mese;€ 50/mese;;1958;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80395261/
0;EK-80320241 - 04/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;6 piani;Libero;Intera proprietà;Fibra ottica;€ 370/mese;€ 40/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;;;;;In attesa di certificazione;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80320241/
0;H63 -(692697) - 05/06/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;;Libero;Intera proprietà;Balcone;€ 430/mese;€ 50/mese;;;;Centralizzato;G ;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80240309/
0;AF-TERNI 8 - 05/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 430/mese;€ 90/mese;Classe A/3;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/80141445/
0;40296185 - 04/06/2020;Affitto;Appartamento;70 m²;3 locali;;;Libero;Classe immobile signorile;Cantina;€ 650/mese;€ 150/mese;;2014;Nuovo / In costruzione;Autonomo, a radiatori, alimentato a metano;;;Predisposizione impianto;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/79692437/
0;EK-49005475 - 04/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;;Libero;Intera proprietà, classe immobile economica;Balcone;€ 500/mese;€ 50/mese;;;Ottimo / Ristrutturato;Autonomo;F 294,74 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/49005475/
0;40285810 - 02/03/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina angolo cottura;3° stabile;4 piani;Libero;Intera proprietà;Fibra ottica;€ 620/mese;€ 58/mese;Classe A/3;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 254,57 kWh/m²anno;;;;;;1 in garage/box;;madonna-di-campagna;https://www.immobiliare.it/annunci/79209427/
0;af-stradella 237 - 26/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 350/mese;€ 40/mese;Classe A/3;1940;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/79161651/
0;al.viaborgaro - 21/01/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;6° stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Esposizione esterna;€ 430/mese;;;1960;Buono / Abitabile;Centralizzato, a radiatori;G ≥ 175 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/78511343/
0;EK-78225238 - 10/04/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 750/mese;€ 150/mese;;;Nuovo / In costruzione;Autonomo;D 120,00 kWh/m²anno;;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/78225238/
0;ORBETELLO135 - 11/02/2020;Affitto;Attico;63 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;Ultimo stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 450/mese;€ 80/mese;Classe A/3, rendita € 825;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/77295948/
0;(2455458) - 10/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;Piano rialzato;6 piani;Libero;Intera proprietà, classe immobile media;Esposizione esterna;€ 420/mese;€ 40/mese;Classe A/3;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori;F 255,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;madonna-di-campagna;https://www.immobiliare.it/annunci/75246450/
0;TA446-1 -(693198) - 09/06/2020;Affitto;Appartamento;65 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 500/mese;€ 100/mese;Classe A/3, rendita € 537;;Buono / Abitabile;Autonomo;G ;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80862055/
0;EK-77793774 - 10/06/2020;Affitto;Appartamento;30 m²;1 bagno;Piano terra;;Libero;Intera proprietà;Arredato;€ 370/mese;€ 45/mese;;;Buono / Abitabile;Centralizzato;A3 212,00 kWh/m²anno;;;€ 45/mese;;;;;lingotto;https://www.immobiliare.it/annunci/77793774/
0;TO215 - 09/06/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 500/mese;€ 60/mese;Classe A/3, rendita € 920;1963;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;F 182,28 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80842301/
0;EK-80856807 - 09/06/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina angolo cottura;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 600/mese;€ 80/mese;Classe A/3, rendita € 825;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80856807/
0;EK-80818919 - 09/06/2020;Affitto;Appartamento;25 m²;1 camera da letto, 1 bagno, cucina abitabile;3° stabile;;Libero;Intera proprietà;Arredato;€ 400/mese;€ 30/mese;;;Ottimo / Ristrutturato;Autonomo;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80818919/
0;01A - 09/06/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;9 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 200/mese;€ 60/mese;Classe A/3, rendita € 733;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a teleriscaldamento;E 41,31 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80825947/
0;EK-80828799 - 08/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;4 piani;;Intera proprietà, classe immobile media;Cancello elettrico;€ 400/mese;€ 50/mese;Classe A/4, rendita € 178;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;C ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80828799/
0;EK-80830559 - 08/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore;5 piani;Libero;;Esposizione esterna;€ 500/mese;€ 50/mese;;;Ottimo / Ristrutturato;Centralizzato, a radiatori;E ≥ 3,51 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80830559/
0;FP2 - 06/06/2020;Affitto;Appartamento;78 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina a vista;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 650/mese;€ 70/mese;Classe A/3;1970;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80791753/
0;31441003-148 - 09/06/2020;Affitto;Appartamento;60 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;2° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 460/mese;€ 40/mese;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;E ;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80789811/
0;31441003-147 - 09/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 420/mese;€ 30/mese;;1955;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;C 125,58 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80789809/
0;bilocale nizza .17396 - 05/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Ultimo stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 500/mese;;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori;E ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80762005/
0;FP - 06/06/2020;Affitto;Appartamento;114 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina semi abitabile;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 690/mese;€ 100/mese;Classe A/3;1970;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80775561/
