;riferimento e data annuncio;contratto;tipologia;superficie;locali;piano;totale piani edificio;disponibilità;tipo proprietà;altre caratteristiche;prezzo;spese condominio;informazioni catastali;anno di costruzione;stato;riscaldamento;classe energetica;immobile garantito;climatizzazione;spese aggiuntive;certificazione energetica;prestazione energetica del fabbricato;posti auto;indice prest. energetica rinnovabile;zona;links
0;1604 - 05/06/2020;Affitto;Appartamento;100 m²;4 (3 camere da letto, 1 altro), 2 bagni, cucina abitabile;3° stabile, con ascensore;5 piani;Libero;Multiproprietà, classe immobile signorile;Fibra ottica;€ 1.150/mese;€ 100/mese;;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F ≥ 3,51 kWh/m²anno;;Autonomo, freddo;;;;;;lingotto;https://www.immobiliare.it/annunci/80779739/
0;40 - 09/06/2020;Affitto;Appartamento;85 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;Piano rialzato, con ascensore;5 piani;Libero;Intera proprietà, classe immobile economica;Balcone;€ 550/mese;€ 50/mese;;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 203,67 kWh/m²anno;;;;;;1 all'esterno;;lingotto;https://www.immobiliare.it/annunci/80734641/
0;EK-80675891 - 08/06/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;3° stabile, con ascensore;5 piani;Libero;Nuda proprietà, classe immobile media;Balcone;€ 450/mese;€ 40/mese;Classe A/3;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80675891/
0;EK-80636661 - 01/06/2020;Affitto;Appartamento;102 m²;4 (3 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 600/mese;€ 55/mese;Classe A/3, rendita € 739;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80636661/
0;EK-80584657 - 27/05/2020;Affitto;Appartamento;90 m²;4 (3 camere da letto, 1 altro), 1 bagno, cucina abitabile;7° stabile, con ascensore, con accesso disabili;7 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 590/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;lingotto;https://www.immobiliare.it/annunci/80584657/
0;EK-80577393 - 27/05/2020;Affitto;Appartamento;90 m²;3 camere da letto, 1 bagno, cucina abitabile;6° stabile, con ascensore;6 piani;Libero;Intera proprietà;Balcone;€ 595/mese;;;;Ottimo / Ristrutturato;Centralizzato;;;;;Esente;;;;lingotto;https://www.immobiliare.it/annunci/80577393/
0;606 -(693640) - 27/05/2020;Affitto;Appartamento;65 m² | commerciale 68 m²;3 (2 camere da letto, 1 altro), 2 bagni, cucina abitabile;da interrato a 2°, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 550/mese;€ 60/mese;Classe A/3, rendita € 802;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;C ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;invernale;;≥ 3,51 kWh/m²anno;lingotto;https://www.immobiliare.it/annunci/80548291/
0;EK-80525627 - 24/05/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 630/mese;€ 80/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80525627/
0;EK-80523781 - 24/05/2020;Affitto;Mansarda;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;10° stabile, con ascensore;10 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 520/mese;€ 80/mese;;1963;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80523781/
0;AFT1 - 21/05/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;5 piani;Libero;Intera proprietà;Balcone;€ 550/mese;€ 80/mese;Classe A/2;1970;;Centralizzato, a radiatori;E 136,13 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80474983/
0;AFFITTO TRANSITORIO - 20/05/2020;Affitto;Appartamento;70 m²;1 camera da letto, 1 bagno, cucina abitabile;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 300/mese;€ 50/mese;;1940;Buono / Abitabile;Autonomo, a radiatori, alimentato a gas;G ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80442783/
0;EK-80452613 - 21/05/2020;Affitto;Appartamento;50 m²;2 locali, 1 bagno, cucina angolo cottura;4° stabile;;Libero;Classe immobile media;Cancello elettrico;€ 470/mese;;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G 175,00 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80452613/
0;TA446 -(605671) - 19/05/2020;Affitto;Appartamento;65 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore;5 piani;Libero;Intera proprietà;Balcone;€ 500/mese;€ 100/mese;Classe A/3, rendita € 537;;Buono / Abitabile;Autonomo;G ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80413035/
0;TO-A-2093;Affitto;Appartamento;130 m²;5 (3 camere da letto, 2 altri), 2 bagni, cucina abitabile;2° stabile, con ascensore;9 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 850/mese;€ 100/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 175,00 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80426079/
0;40306336 - 29/05/2020;Affitto;Appartamento;49 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 440/mese;€ 50/mese;Rendita € 403;1940;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;;;;;Esente;;;;lingotto;https://www.immobiliare.it/annunci/80426779/
0;Nizza223 - 25/05/2020;Affitto;Appartamento;85 m²;5 (3 camere da letto, 2 altri), 2 bagni, cucina angolo cottura;1° stabile;4 piani;;Intera proprietà, classe immobile economica;Fibra ottica;€ 900/mese;€ 66/mese;;1920;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80419263/
0;20/20 - 29/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;4° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 650/mese;€ 100/mese;;1950;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;F 237,00 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80425791/
0;40300981 - 04/06/2020;Affitto;Appartamento;65 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile;5 piani;Libero;Intera proprietà;Balcone;€ 390/mese;€ 63/mese;;1940;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;G 326,21 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80399793/
0;19/20 - 29/05/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;1° stabile, con ascensore;10 piani;Libero;Intera proprietà, classe immobile economica;Fibra ottica;€ 550/mese;€ 50/mese;;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;F 237,00 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80399753/
0;EK-80397095 - 18/05/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;;;Intera proprietà;Balcone;€ 700/mese;€ 50/mese;;;Ottimo / Ristrutturato;Autonomo;C ;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80397095/
0;EK-80395137 - 18/05/2020;Affitto;Appartamento;100 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;3° stabile, con ascensore, con accesso disabili;3 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 650/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;1 in garage/box;;lingotto;https://www.immobiliare.it/annunci/80395137/
0;EK-80242191 - 18/05/2020;Affitto;Appartamento;110 m²;5 (4 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;;Libero;;Balcone;€ 1.200/mese;€ 200/mese;;;;Centralizzato;G ;;;€ 25/mese;;;;;lingotto;https://www.immobiliare.it/annunci/80242191/
0;1707 - 09/06/2020;Affitto;Appartamento;38 m²;1 camera da letto, 1 bagno, cucina angolo cottura;Piano terra, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Balcone;€ 330/mese;€ 40/mese;;1995;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;;;Non classificabile;;;;lingotto;https://www.immobiliare.it/annunci/80351165/
0;602 -(692737) - 14/05/2020;Affitto;Appartamento;65 m² | commerciale 68 m²;3 (2 camere da letto, 1 altro), 2 bagni, cucina abitabile;da interrato a 2°, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 570/mese;€ 60/mese;Classe A/3, rendita € 821;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;C ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;invernale;;≥ 3,51 kWh/m²anno;lingotto;https://www.immobiliare.it/annunci/80304011/
0;Via Filadelfia, 25 - 22/05/2020;Affitto;Appartamento;63 m²;3 (2 camere da letto, 1 altro), 1 bagno;1° stabile;1 piano;Libero;Intera proprietà;Arredato;€ 1.000/mese;;;;Ottimo / Ristrutturato;;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80307425/
0;EK-80262933 - 11/05/2020;Affitto;Appartamento;58 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;6 piani;;Intera proprietà, classe immobile media;Fibra ottica;€ 400/mese;€ 40/mese;;1962;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;Autonomo, freddo;;;;;;lingotto;https://www.immobiliare.it/annunci/80262933/
0;EK-80262067 - 23/05/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina angolo cottura;1° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 480/mese;€ 50/mese;Classe A/3;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80262067/
0;EK-80242097 - 07/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;;Libero;Intera proprietà;Balcone;€ 500/mese;;;;Ottimo / Ristrutturato;Centralizzato;G ;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80242097/
0;EK-80243411 - 10/05/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;4° stabile, con ascensore;9 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 600/mese;€ 80/mese;;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/80243411/
0;TA619 -(692497) - 05/06/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 2 bagni, cucina abitabile;4° stabile, con ascensore;6 piani;Libero;Intera proprietà;Porta blindata;€ 545/mese;€ 76/mese;;;Ottimo / Ristrutturato;Autonomo;F ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/80207851/
0;40301821 - 12/05/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno;Piano rialzato, con ascensore;5 piani;Libero;Intera proprietà;Arredato;€ 320/mese;€ 100/mese;;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;;;;;Esente;;;;lingotto;https://www.immobiliare.it/annunci/80219867/
0;EK-80172683 - 06/05/2020;Affitto;Appartamento;92 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;4° stabile, con ascensore;7 piani;;Intera proprietà, classe immobile signorile;Fibra ottica;€ 890/mese;€ 100/mese;Classe A/2, rendita € 964;1975;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;lingotto;https://www.immobiliare.it/annunci/80172683/
0;EK-80155055 - 06/05/2020;Affitto;Appartamento;85 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;3° stabile, con ascensore;;;Intera proprietà;Balcone;€ 590/mese;€ 90/mese;;;Ottimo / Ristrutturato;Centralizzato;E 238,00 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80155055/
0;EK-80120427 - 02/05/2020;Affitto;Loft;32 m²;1 locale, 1 bagno, cucina a vista;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 350/mese;€ 55/mese;Classe A/3;1961;Ottimo / Ristrutturato;Centralizzato;F ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/80120427/
0;EK-79980481 - 20/04/2020;Affitto;Appartamento;68 m²;3 (2 camere da letto, 1 altro), 1 bagno;4° stabile, con ascensore;;Libero;;Balcone;€ 680/mese;€ 65/mese;;;Buono / Abitabile;Centralizzato;E 110,00 kWh/m²anno;;;€ 150/mese;;;;;lingotto;https://www.immobiliare.it/annunci/79980481/
0;EK-79847801 - 24/05/2020;Affitto;Appartamento;90 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;5° stabile, con ascensore;6 piani;Libero;Intera proprietà;Cancello elettrico;€ 700/mese;€ 150/mese;;;;Centralizzato, alimentato a metano;D 173,37 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/79847801/
0;EK-79740329 - 14/03/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 550/mese;€ 50/mese;;;Ottimo / Ristrutturato;Centralizzato;;;;€ 50/mese;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/79740329/
0;4090 - 11/03/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 550/mese;;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/79691611/
0;26189 - 10/03/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Piano rialzato;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 500/mese;€ 30/mese;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/79675223/
0;26171 - 10/03/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 450/mese;;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;1 in garage/box;;lingotto;https://www.immobiliare.it/annunci/79671625/
0;26089 - 10/03/2020;Affitto;Appartamento;60 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 400/mese;;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/79670389/
0;A000058.12504 - 22/05/2020;Affitto;Appartamento;70 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;;1 piano;;Intera proprietà, classe immobile signorile;Impianto di allarme;€ 500/mese;€ 150/mese;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;G ;;;;;;;;lingotto;https://www.immobiliare.it/annunci/79600957/
0;EK-79097445 - 14/02/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile;5 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 320/mese;€ 50/mese;Classe A/3;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;F ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/79097445/
0;EK-78880041 - 06/02/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;9 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 430/mese;€ 60/mese;Classe A/3, rendita € 550;1965;Buono / Abitabile;Centralizzato, a radiatori, alimentato a teleriscaldamento;E 187,89 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/78880041/
0;FRASCA IMMOBILIARE;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;Piano rialzato, con ascensore;7 piani;;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 400/mese;€ 65/mese;;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 175,00 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/78888307/
0;EK-78742601 - 10/06/2020;Affitto;Appartamento;57 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;da interrato a 3°, con ascensore;6 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 550/mese;€ 50/mese;Classe A/3, rendita € 550;1967;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;G ≥ 175 kWh/m²anno;;Autonomo;;;;;;lingotto;https://www.immobiliare.it/annunci/78742601/
0;40272802 - 22/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile economica;Porta blindata;€ 600/mese;;Rendita € 709;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;D 180,64 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;lingotto;https://www.immobiliare.it/annunci/78722025/
0;EK-78684171 - 28/05/2020;Affitto;Appartamento;84 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;5 piani;Libero;Intera proprietà;Balcone;€ 450/mese;€ 30/mese;Classe A/3, rendita € 709;;;Centralizzato, a radiatori;;;;;In attesa di certificazione;;;;lingotto;https://www.immobiliare.it/annunci/78684171/
0;V 81 - 21/02/2020;Affitto;Appartamento;85 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;9 piani;Libero;Intera proprietà, classe immobile signorile;Balcone;€ 850/mese;€ 70/mese;Classe A/2;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;;;;;;;;lingotto;https://www.immobiliare.it/annunci/78648199/
0;A000045.7848 - 21/01/2020;Affitto;Appartamento;60 m²;2 locali, 1 bagno, cucina abitabile;;1 piano;;Intera proprietà, classe immobile media;Balcone;€ 550/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori;D ;;;;;;;;lingotto;https://www.immobiliare.it/annunci/78584017/
0;EK-78525539 - 23/01/2020;Affitto;Appartamento;87 m²;3 (2 camere da letto, 1 altro), 2 bagni, cucina angolo cottura;3° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 630/mese;€ 100/mese;Classe A/2, rendita € 786;2009;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;C 345,00 kWh/m²anno;;Autonomo, freddo/caldo;;;;1 in garage/box;;lingotto;https://www.immobiliare.it/annunci/78525539/
0;40272283 - 23/01/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina angolo cottura;Piano rialzato, con ascensore;6 piani;Libero;Intera proprietà, classe immobile economica;Porta blindata;€ 360/mese;€ 50/mese;Classe A/3, rendita € 269;1970;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;F 458,77 kWh/m²anno;;;;;invernale;;182,44 kWh/m²anno;lingotto;https://www.immobiliare.it/annunci/78549305/
