,Anno di costruzione,Aria Condizionata,Arredamento,Ascensore,Bagni,Balcone,Box,Cantina,Condizioni,Giardino,Locali,MQ Box,MQ Giardino,Metri quadri,Piano,Piscina,Portineria,Prezzo,Riscaldamento,Soffitta,Spese condominiali,Stato al rogito,Terrazzo,Distretto
2330,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 430 al mese,0,0,0,0,0,mirafiori-sud
2331,0,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,48,piano rialzato,0,0,€ 450 al mese,centralizzato,0,0,libero,0,mirafiori-sud
2332,0,0,0,0,1,0,0,0,0,0,2,0,0,55,0,0,0,€ 450 al mese,0,0,0,0,0,mirafiori-sud
2333,0,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,52,6,0,0,€ 450 al mese,centralizzato,0,0,libero,0,mirafiori-sud
2334,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 450 al mese,0,0,0,0,0,mirafiori-sud
2335,0,0,0,0,1,0,0,0,0,0,3,0,0,75,0,0,0,€ 650 al mese,0,0,0,0,0,mirafiori-sud
2336,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,2,0,0,62,4,0,0,€ 500 al mese,centralizzato,0,0,libero,0,mirafiori-sud
2337,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,30,sopra il 7,0,0,€ 320 al mese,autonomo,0,0,libero,0,mirafiori-sud
2338,1970,autonoma,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,50,1 di 13 piani,0,0,€ 750 al mese,centralizzato,0,0,0,0,mirafiori-sud
2339,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,privato,4,0,0,110,2 di 2 piani,0,0,€ 650 al mese,autonomo,0,0,0,Sì,mirafiori-sud
2340,1900,0,completamente arredato,0,1,0,0,0,ristrutturato,comune,1,0,0,30,piano terra di 1 piani,0,0,€ 430 al mese,autonomo,0,0,libero,0,mirafiori-sud
2341,0,0,parzialmente arredato,Sì,1,Sì,0,0,abitabile,0,1,0,0,23,3,0,Sì,€ 500 al mese,centralizzato,0,0,0,0,mirafiori-sud
2342,0,assente,non arredato,Sì,1,Sì,0,Sì,ristrutturato,comune,3,0,0,65,2 di 6 piani,0,0,€ 450 al mese,centralizzato,0,€ 70/mese,0,0,mirafiori-sud
2343,1970,0,non arredato,Sì,3,Sì,0,Sì,ristrutturato,comune,6,0,0,200,3,0,Sì,€ 1.000 al mese,centralizzato,0,€ 250/mese,0,0,mirafiori-sud
2344,0,0,completamente arredato,Sì,1,Sì,0,0,0,0,2,0,0,55,5,0,0,€ 470 al mese,0,0,€ 70/mese,0,0,nizza-millefonti
2345,0,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,65,4,0,0,€ 475 al mese,centralizzato,0,€ 60/mese,0,0,nizza-millefonti
2346,1960,0,0,0,1,0,0,0,abitabile,0,3,0,0,75,1 di 5 piani,0,0,€ 460 al mese,centralizzato,0,€ 40/mese,libero,0,nizza-millefonti
2347,1957,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,55,2,0,0,€ 400 al mese,centralizzato,Sì,€ 40/mese,affittato,0,nizza-millefonti
2348,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,15,piano terra,0,0,€ 260 al mese,autonomo,0,0,0,0,nizza-millefonti
2349,1960,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,80,0,0,0,€ 550 al mese,centralizzato,0,€ 50/mese,0,0,nizza-millefonti
2350,1940,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,45,ultimo di 4 piani,0,0,€ 430 al mese,autonomo,0,€ 50/mese,0,0,nizza-millefonti
2351,0,0,completamente arredato,Sì,2,Sì,0,Sì,ristrutturato,0,4,0,0,100,1 di 4 piani,0,0,€ 850 al mese,autonomo,0,€ 50/mese,0,0,nizza-millefonti
2352,1950,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,40,3 di 4 piani,0,0,€ 420 al mese,autonomo,0,€ 60/mese,libero,0,nizza-millefonti
2353,0,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,1,0,0,€ 480 al mese,centralizzato,0,0,0,0,nizza-millefonti
2354,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,65,piano rialzato,0,0,€ 420 al mese,autonomo,0,0,0,0,nizza-millefonti
2355,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,piano terra,0,0,€ 250 al mese,autonomo,0,0,0,0,nizza-millefonti
2356,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,1,0,0,€ 250 al mese,autonomo,0,0,0,0,nizza-millefonti
2357,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0,0,0,€ 200 al mese,0,0,0,0,0,nizza-millefonti
2358,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,40,piano rialzato,0,0,€ 330 al mese,centralizzato,0,0,0,0,nizza-millefonti
2359,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2360,1970,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,55,2 di 7 piani,0,0,€ 450 al mese,centralizzato,0,€ 30/mese,affittato,0,nizza-millefonti
2361,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,50,5,0,0,€ 290 al mese,autonomo,0,0,0,0,nizza-millefonti
2362,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,55,5,0,0,€ 310 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2363,1970,0,non arredato,Sì,3,Sì,0,Sì,ristrutturato,comune,6,0,0,200,3,0,Sì,€ 1.000 al mese,centralizzato,0,€ 250/mese,0,0,nizza-millefonti
2364,0,0,completamente arredato,Sì,1,Sì,0,0,0,0,2,0,0,55,5,0,0,€ 470 al mese,0,0,€ 70/mese,0,0,nizza-millefonti
2365,0,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,65,4,0,0,€ 475 al mese,centralizzato,0,€ 60/mese,0,0,nizza-millefonti
2366,1960,0,0,0,1,0,0,0,abitabile,0,3,0,0,75,1 di 5 piani,0,0,€ 460 al mese,centralizzato,0,€ 40/mese,libero,0,nizza-millefonti
2367,1957,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,55,2,0,0,€ 400 al mese,centralizzato,Sì,€ 40/mese,affittato,0,nizza-millefonti
2368,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,15,piano terra,0,0,€ 260 al mese,autonomo,0,0,0,0,nizza-millefonti
2369,1960,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,80,0,0,0,€ 550 al mese,centralizzato,0,€ 50/mese,0,0,nizza-millefonti
2370,1940,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,45,ultimo di 4 piani,0,0,€ 430 al mese,autonomo,0,€ 50/mese,0,0,nizza-millefonti
2371,0,0,completamente arredato,Sì,2,Sì,0,Sì,ristrutturato,0,4,0,0,100,1 di 4 piani,0,0,€ 850 al mese,autonomo,0,€ 50/mese,0,0,nizza-millefonti
2372,1950,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,40,3 di 4 piani,0,0,€ 420 al mese,autonomo,0,€ 60/mese,libero,0,nizza-millefonti
2373,0,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,1,0,0,€ 480 al mese,centralizzato,0,0,0,0,nizza-millefonti
2374,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,65,piano rialzato,0,0,€ 420 al mese,autonomo,0,0,0,0,nizza-millefonti
2375,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,piano terra,0,0,€ 250 al mese,autonomo,0,0,0,0,nizza-millefonti
2376,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,1,0,0,€ 250 al mese,autonomo,0,0,0,0,nizza-millefonti
2377,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0,0,0,€ 200 al mese,0,0,0,0,0,nizza-millefonti
2378,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,40,piano rialzato,0,0,€ 330 al mese,centralizzato,0,0,0,0,nizza-millefonti
2379,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2380,1970,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,55,2 di 7 piani,0,0,€ 450 al mese,centralizzato,0,€ 30/mese,affittato,0,nizza-millefonti
2381,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,50,5,0,0,€ 290 al mese,autonomo,0,0,0,0,nizza-millefonti
2382,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,55,5,0,0,€ 310 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2383,0,autonoma,completamente arredato,0,1,Sì,0,0,0,0,3,0,0,70,2 di 4 piani,0,0,€ 600 al mese,autonomo,0,0,0,0,nizza-millefonti
2384,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,50,sopra il 7,0,0,€ 360 al mese,centralizzato,0,0,0,0,nizza-millefonti
2385,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2386,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,1,0,0,€ 320 al mese,centralizzato,0,0,0,0,nizza-millefonti
2387,0,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,1,0,0,30,2,0,0,€ 215 al mese,autonomo,0,0,0,0,nizza-millefonti
2388,0,0,completamente arredato,Sì,0,Sì,0,0,ristrutturato,0,1,0,0,25,5,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2389,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,75,0,0,0,€ 500 al mese,centralizzato,0,0,0,0,nizza-millefonti
2390,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,70,4,0,0,€ 400 al mese,autonomo,0,0,0,0,nizza-millefonti
2391,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,50,2,0,0,€ 300 al mese,autonomo,0,0,0,0,nizza-millefonti
2392,1930,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,3 di 5 piani,0,0,€ 490 al mese,autonomo,0,€ 50/mese,0,0,nizza-millefonti
2393,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,3,0,0,€ 280 al mese,autonomo,0,0,0,0,nizza-millefonti
2394,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,1,0,0,€ 300 al mese,autonomo,0,0,0,0,nizza-millefonti
2395,0,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,50,su più livelli,0,0,€ 450 al mese,centralizzato,0,€ 60/mese,0,0,nizza-millefonti
2396,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,0,0,€ 400 al mese,0,0,0,0,0,nizza-millefonti
2397,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,45,3,0,0,€ 390 al mese,autonomo,0,0,0,0,nizza-millefonti
2398,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,40,3,0,0,€ 400 al mese,autonomo,0,0,0,0,nizza-millefonti
2399,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,2,0,0,€ 280 al mese,autonomo,0,0,0,0,nizza-millefonti
2400,1930,assente,0,0,0,0,0,Sì,abitabile,0,1,0,0,30,1,0,0,€ 300 al mese,autonomo,0,0,libero,0,nizza-millefonti
2401,0,0,0,0,2,0,0,0,0,0,2,0,0,90,0,0,0,€ 650 al mese,0,0,0,0,0,nizza-millefonti
2402,0,0,0,0,2,0,0,0,0,0,2,0,0,90,0,0,0,€ 650 al mese,0,0,0,0,0,nizza-millefonti
2403,1960,0,completamente arredato,0,2,Sì,0,0,abitabile,0,3,0,0,70,piano rialzato di 9 piani,0,0,€ 600 al mese,centralizzato,0,€ 200/mese,libero,0,nizza-millefonti
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,€ 550 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2405,1967,0,non arredato,Sì,2,Sì,0,Sì,abitabile,0,4,0,0,103,piano rialzato,0,0,€ 728 al mese,centralizzato,0,€ 50/mese,libero,0,nizza-millefonti
2406,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,70,0,0,0,€ 500 al mese,centralizzato,0,€ 60/mese,0,0,nizza-millefonti
2407,1914,assente,non arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,75,2 di 4 piani,0,0,€ 420 al mese,centralizzato cont. ind.,0,€ 50/mese,0,0,nizza-millefonti
2408,2000,0,non arredato,Sì,1,Sì,1,Sì,nuovo,0,2,16,0,45,1 di 6 piani,0,0,€ 550 al mese,autonomo,0,0,0,0,nizza-millefonti
2409,1940,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,70,5 di 5 piani,0,0,€ 300 al mese,autonomo,0,€ 50/mese,libero,0,nizza-millefonti
2410,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,3 di 4 piani,0,0,€ 900 al mese,autonomo,0,€ 150/mese,libero,0,nizza-millefonti
2411,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,78,3 di 4 piani,0,0,€ 500 al mese,centralizzato,0,€ 100/mese,libero,0,nizza-millefonti
2412,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,piano terra di 1 piani,0,0,€ 700 al mese,autonomo,0,€ 10/mese,libero,0,nizza-millefonti
2413,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,2 di 3 piani,0,0,€ 650 al mese,autonomo,0,€ 10/mese,libero,0,nizza-millefonti
2414,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,40,1 di 2 piani,0,0,€ 550 al mese,autonomo,0,€ 10/mese,libero,0,nizza-millefonti
2415,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,piano terra di 1 piani,0,0,€ 800 al mese,autonomo,0,€ 10/mese,libero,0,nizza-millefonti
2416,1920,centralizzata,0,0,0,0,0,0,nuovo,0,1,0,0,30,piano rialzato,0,0,€ 350 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2417,1960,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,comune,3,0,0,75,piano rialzato di 3 piani,0,0,€ 700 al mese,centralizzato,0,€ 40/mese,libero,0,nizza-millefonti
2418,1960,assente,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,40,1 di 3 piani,0,0,€ 400 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2419,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,piano terra,0,0,€ 250 al mese,autonomo,0,0,0,0,nizza-millefonti
2420,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,1,0,0,€ 250 al mese,autonomo,0,0,0,0,nizza-millefonti
2421,0,0,completamente arredato,Sì,0,Sì,0,0,ristrutturato,0,1,0,0,25,5,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2422,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,70,4,0,0,€ 400 al mese,autonomo,0,0,0,0,nizza-millefonti
2423,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,50,2,0,0,€ 300 al mese,autonomo,0,0,0,0,nizza-millefonti
2424,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,3,0,0,€ 280 al mese,autonomo,0,0,0,0,nizza-millefonti
2425,0,0,0,0,1,0,0,0,0,0,3,0,0,80,0,0,0,€ 700 al mese,0,0,0,0,0,nizza-millefonti
2426,0,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,3,0,0,70,piano terra,0,0,€ 400 al mese,autonomo,0,0,0,0,nizza-millefonti
2427,0,0,completamente arredato,0,1,0,0,0,0,0,2,0,0,52,2 di 5 piani,0,0,€ 420 al mese,0,0,0,0,0,nizza-millefonti
2428,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,piano terra,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2429,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,2,0,0,€ 280 al mese,autonomo,0,0,0,0,nizza-millefonti
2430,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,1,0,0,€ 300 al mese,autonomo,0,0,0,0,nizza-millefonti
2431,0,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,1,0,0,30,2,0,0,€ 215 al mese,autonomo,0,0,0,0,nizza-millefonti
2432,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,1,0,0,€ 320 al mese,centralizzato,0,0,0,0,nizza-millefonti
2433,0,0,0,Sì,1,0,0,0,0,0,3,0,0,70,3,0,0,€ 600 al mese,centralizzato,0,0,0,0,nizza-millefonti
2434,0,0,0,Sì,1,Sì,0,0,0,0,1,0,0,50,2 di 7 piani,0,0,€ 315 al mese,autonomo,0,€ 45/mese,0,0,nizza-millefonti
2435,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2436,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,4,0,0,€ 430 al mese,autonomo,0,0,0,0,nizza-millefonti
2437,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,55,5,0,0,€ 310 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2438,0,0,completamente arredato,Sì,1,0,0,Sì,ristrutturato,0,2,0,0,50,5,0,0,€ 290 al mese,autonomo,0,0,0,0,nizza-millefonti
2439,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,1,0,0,€ 420 al mese,centralizzato,0,0,0,0,nizza-millefonti
2440,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,25,2,0,0,€ 200 al mese,autonomo,0,0,0,0,nizza-millefonti
2441,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,55,1,0,0,€ 350 al mese,centralizzato,0,0,0,0,nizza-millefonti
2442,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,50,1,0,0,€ 450 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2443,0,0,0,0,1,Sì,0,0,0,0,1,0,0,15,piano terra di 6 piani,0,0,€ 260 al mese,autonomo,0,€ 20/mese,0,0,nizza-millefonti
2444,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,60,piano rialzato,0,0,€ 450 al mese,centralizzato,0,0,0,0,nizza-millefonti
2445,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,4,0,0,90,2,0,0,€ 650 al mese,centralizzato,0,0,0,0,nizza-millefonti
2446,0,0,0,Sì,1,Sì,0,0,0,0,3,0,0,70,5 di 5 piani,0,0,€ 490 al mese,centralizzato,0,0,0,0,nizza-millefonti
2447,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,50,sopra il 7,0,0,€ 360 al mese,centralizzato,0,0,0,0,nizza-millefonti
2448,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,30,5,0,0,€ 380 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2449,0,0,0,0,1,0,0,0,0,0,3,0,0,75,0,0,0,€ 600 al mese,0,0,0,0,0,nizza-millefonti
2450,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,58,3,0,0,€ 420 al mese,autonomo,0,0,libero,0,nizza-millefonti
2451,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,40,2,0,0,€ 300 al mese,autonomo,0,0,0,0,nizza-millefonti
2452,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 500 al mese,0,0,0,0,0,nizza-millefonti
2453,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,80,2,0,0,€ 700 al mese,autonomo,0,0,libero,0,nizza-millefonti
2454,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,40,piano rialzato,0,0,€ 330 al mese,centralizzato,0,0,0,0,nizza-millefonti
2455,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,35,2,0,0,€ 330 al mese,centralizzato,0,0,0,0,nizza-millefonti
2456,0,0,0,0,1,0,0,0,0,0,1,0,0,28,0,0,0,€ 400 al mese,0,0,0,0,0,nizza-millefonti
2457,0,0,0,0,1,0,0,0,0,0,2,0,0,47,0,0,0,€ 380 al mese,0,0,0,0,0,nizza-millefonti
2458,0,0,completamente arredato,0,1,Sì,0,0,abitabile,0,2,0,0,50,1,0,0,€ 430 al mese,centralizzato,0,0,0,0,nizza-millefonti
2459,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,45,2,0,0,€ 380 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2460,0,0,0,0,1,0,0,0,0,0,3,0,0,80,0,0,0,€ 590 al mese,0,0,0,0,0,nizza-millefonti
2461,0,0,0,0,1,0,0,0,0,0,5,0,0,110,0,0,0,€ 1.000 al mese,0,0,0,0,0,nizza-millefonti
2462,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,25,piano rialzato,0,0,€ 280 al mese,autonomo,0,0,0,0,nizza-millefonti
2463,0,0,0,0,1,0,0,0,0,0,2,0,0,60,0,0,0,€ 650 al mese,0,0,0,0,0,nizza-millefonti
2464,1900,autonoma,completamente arredato,Sì,2,Sì,0,Sì,abitabile,0,3,0,0,100,6 di 6 piani,0,0,€ 1.000 al mese,centralizzato,0,€ 160/mese,0,Sì,nizza-millefonti
2465,0,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,75,1,0,0,€ 400 al mese,autonomo,0,0,0,Sì,nizza-millefonti
2466,0,0,non arredato,Sì,1,Sì,1,Sì,abitabile,0,2,0,0,50,3 di 5 piani,0,0,€ 400 al mese,centralizzato,0,€ 50/mese,libero,0,nizza-millefonti
2467,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,40,2,0,0,€ 500 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,€ 550 al mese,centralizzato cont. ind.,0,0,0,0,nizza-millefonti
2469,1920,centralizzata,0,0,0,0,0,0,nuovo,0,1,0,0,30,piano rialzato,0,0,€ 350 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2470,0,0,0,0,1,0,0,0,0,0,1,0,0,35,0,0,0,€ 390 al mese,0,0,0,0,0,nizza-millefonti
2471,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,40,2,0,0,€ 300 al mese,autonomo,0,0,0,0,nizza-millefonti
2472,0,0,completamente arredato,Sì,2,Sì,0,0,0,0,6,0,0,150,0,0,0,€ 320 al mese,centralizzato,0,0,0,0,nizza-millefonti
2473,0,0,0,0,1,0,0,0,0,0,2,0,0,50,0,0,0,€ 500 al mese,0,0,0,0,0,nizza-millefonti
2474,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,80,2,0,0,€ 700 al mese,autonomo,0,0,libero,0,nizza-millefonti
2475,1960,assente,completamente arredato,0,1,0,0,0,ristrutturato,0,2,0,0,40,1 di 3 piani,0,0,€ 400 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2476,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,30,5,0,0,€ 380 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2477,0,0,0,0,1,0,0,0,0,0,3,0,0,75,0,0,0,€ 600 al mese,0,0,0,0,0,nizza-millefonti
2478,1970,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,comune,3,0,0,83,4,0,Sì,€ 570 al mese,centralizzato,0,€ 100/mese,libero,Sì,nizza-millefonti
2479,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,58,3,0,0,€ 420 al mese,autonomo,0,0,libero,0,nizza-millefonti
2480,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,30,2,0,0,€ 360 al mese,autonomo,0,0,libero,0,nizza-millefonti
2481,1960,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,70,2 di 3 piani,0,0,€ 500 al mese,centralizzato,0,0,libero,0,nizza-millefonti
2482,1950,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,4,0,0,95,3,0,0,€ 650 al mese,centralizzato,0,€ 96/mese,libero,0,nizza-millefonti
2483,1970,autonoma,parzialmente arredato,Sì,3,Sì,2,Sì,nuovo,comune,5,0,0,180,su più livelli di 7 piani,0,0,Trattativa riservata,centralizzato,0,0,0,Sì,nizza-millefonti
2484,2015,0,completamente arredato,0,2,0,0,Sì,nuovo,0,4,0,0,75,piano rialzato di 1 piani,0,0,€ 900 al mese,autonomo,0,€ 140/mese,libero,0,nizza-millefonti
2485,1960,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,comune,3,0,0,75,piano rialzato di 3 piani,0,0,€ 700 al mese,centralizzato,0,€ 40/mese,libero,0,nizza-millefonti
2486,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,55,1,0,0,€ 350 al mese,centralizzato,0,0,0,0,nizza-millefonti
2487,0,autonoma,completamente arredato,0,0,Sì,0,Sì,0,0,0,0,0,180,0,0,0,€ 290 al mese,0,0,0,occupato,0,nizza-millefonti
2488,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,70,0,0,0,€ 500 al mese,centralizzato,0,€ 60/mese,0,0,nizza-millefonti
2489,2000,0,non arredato,Sì,1,Sì,1,Sì,nuovo,0,2,16,0,45,1 di 6 piani,0,0,€ 550 al mese,autonomo,0,0,0,0,nizza-millefonti
2490,1940,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,70,5 di 5 piani,0,0,€ 300 al mese,autonomo,0,€ 50/mese,libero,0,nizza-millefonti
2491,0,0,0,Sì,1,Sì,0,0,0,0,3,0,0,70,5 di 5 piani,0,0,€ 490 al mese,centralizzato,0,0,0,0,nizza-millefonti
2492,1950,0,non arredato,Sì,1,Sì,0,0,0,0,2,0,0,55,4 di 6 piani,0,0,€ 370 al mese,centralizzato,0,€ 50/mese,libero,0,nizza-millefonti
2493,1967,0,non arredato,Sì,2,Sì,0,Sì,abitabile,0,4,0,0,103,piano rialzato,0,0,€ 728 al mese,centralizzato,0,€ 50/mese,libero,0,nizza-millefonti
